盹|B109 S9 P1-5-4 Ydun4 Ydun3|シュン|||to doze, to nap, to nod
盻|B109 S9 V3910 P1-5-4 I5c4.6 Yxi1|ケイ にら.む|||glare at, toil
盼|B109 S9 P1-5-4 Ypan4|ハン ヘン フン|||look, gaze, expect, hope for
盾|B109 G8 S9 F1476 N215 V3912 H3006 DK1907 L1853 IN772 E1375 P3-2-7 I5c4.8 Ydun4 Yshun3|ジュン たて|||shield, escutcheon, pretext
眀|B109 S9 V3909 P1-5-4 Yming2|ベイ ミョウ みる|||
省|B109 G4 S9 F548 N218 V3916 H2449 DK1583 L124 IN145 E516 P2-4-5 I5c4.7 Ysheng3 Yxing3|セイ ショウ かえり.みる はぶ.く|さとし み||focus, government ministry, conserve
眄|B109 S9 N3129 V3913 P1-5-4 I5c4.1 Ymian3|ベン メン かえり.みる|||looking askance
眆|B109 S9 P1-5-4 Yfang3|ホウ ほの.か なら.う|||indistinct
眇|B109 S9 N3130 V3914 P1-5-4 I5c4.2 Ymiao3|ビョウ ミョウ びょう.たる すがめ|||minuteness, squint
眈|B109 S9 V3911 P1-5-4 I5c4.5 Ydan1|タン にら.む|||watch intently
眉|B4 G9 S9 F2177 N219 V3917 DK2050 L2583 IN2170 P3-4-5 I5c4.9 Ymei2|ビ ミ まゆ|||eyebrow
眊|B109 S9 P1-5-4 Ymao4|ボウ モウ バク マク くら.い|||dim-sighted, eyes not seeing clearly
看|B109 G6 S9 F1060 N222 V3919 H3220 DK2051 L638 IN1316 E827 P3-4-5 I5c4.4 Ykan4 Ykan1|カン み.る|||watch over, see
県|B109 G3 S9 F140 N1362 V3918 H2641 DK1687 L513 IN194 E273 P2-6-3 I3n6.3 Yxian4|ケン か.ける|あがた がた||prefecture
眎|B109 S10 P1-5-5 Yshi4|シ み.る|||look at, inspect, observe, see
眒|B109 S10 P1-5-5 Yshen1|シン みは.る はや.い おどろ.く|||
眔|B109 S10 P2-5-5 Yda4|トウ|||
眕|B109 S10 P1-5-5 Yzhen3|シン チン|||restraint
眗|B109 S10 P1-5-5 Yju1|ク コウ|||
眙|B109 S10 P1-5-5 Yyi2|チ チョウ イ み.つめる|||to gaze at
眚|B109 S10 P2-5-5 Ysheng3|セイ ショウ|||disease of the eyes, crime, fault
眛|B109 S10 N3131 V3923 P1-5-5 I5c5.1 Ymei4|マイ バイ くら.い|||dark
眜|B109 S10 P1-5-5 Ymo4|バツ マチ ベツ メチ くら.い|||
眞|B109 G10 S10 F2359 N753 V3927 H2110 P2-2-8 Yzhen1|シン ま まこと|さな ち まこ まさ まつ||truth, reality, Buddhist sect
真|B109 G3 S10 F279 N783 V3926 H2111 DK1337 L75 IN422 E514 P2-2-8 I2k8.1 Yzhen1|シン ま ま- まこと|さな さね ただ ただし なお のり まあ まこ まさ まっ まど まな まゆ みち も||true, reality, Buddhist sect
眠|B109 G8 S10 F1315 N3132 V3925 H1147 DK782 L1835 IN849 E1842 P1-5-5 I5c5.2 Ymian2|ミン ねむ.る ねむ.い|ね||sleep, die, sleepy
眢|B109 S10 P2-5-5 Yyuan1|ワン エン オン|||eyes without brightness
眤|B109 S10 V3922 P1-5-5 I5c5.4 Yyi2|ケイ ダイ てい い|||glance at, gaze at
眥|B109 S11 N3135 V3929 P2-6-5 I5c6.7 Yzi4|セ イシ サイ シ セイ まなじり めじり|||outside the corner of the eye
眦|B109 S11 V3930 P1-5-6 Yzi4|セ イシ サイ シ セイ まなじり めじり|||corner of the eyes, eyesockets
眨|B109 S10 P1-5-5 Yzha3|ソウ ショウ またた.く|||wink
眩|B109 S10 N3133 V3924 L2581 P1-5-5 I5c5.3 Yxuan4|ゲン カン げん.す くるめ.く まぶ.しい くら.む まど.う めま.い まばゆ.い くれ.る ま.う|||faint, dizzy
眭|B109 S11 P1-5-6 Ysui1|キ ケイ エ スイ|||
眮|B109 S11 P1-5-6 Ytong2|トウ ズ まぶち みまわ.す|||
眯|B109 S11 P1-5-6 Ymi3 Ymi1|ベイ マイ ビ ミ くる.む|||be blinded
眴|B109 S11 N3136 V3931 P1-5-6 Yxuan4|ケン シュン またた.く めくわ.す めくわ.せる|||dazzled, signal with eyes
眵|B109 S11 P1-5-6 Ychi1|シ まなじりをいた.める|||eyes diseased and dim
眶|B109 S11 N3134 V3928 P1-5-6 Ykuang4|キョウ コウ まぶた|||eye socket, rim of eye, eyelid
眷|B109 S11 N3139 V3934 P2-6-5 I5c6.6 Yjuan4|ケン かえり.みる|||look around, regard affectionately
眸|B109 G9 S11 N3137 V3932 H1170 DK794 L2580 IN2171 P1-5-6 I5c6.3 Ymou2|ボウ ム ひとみ|||pupil of the eye
眹|B109 S11 P1-5-6 Yzhen4|チン ジン ショウ ひとみ|||pupil
眺|B109 G8 S11 F1726 N3138 V3933 H1171 DK795 L237 IN1565 E1591 P1-5-6 I5c6.2 Ytiao4|チョウ なが.める|||stare, watch, look at, see, scrutinize
眼|B109 G5 S11 F1527 N3140 V3935 H1172 DK796 L1467 IN848 E640 P1-5-6 I5c6.1 Yyan3|ガン ゲン まなこ め|||eyeball
眽|B109 S11 P1-5-6 Ymo4|バク ミャク ベキ|||to gaze, to ogle, to look at
眾|B109 S11 P2-5-6 Yzhong4|シュウ シュ おお.い|||masses, people, multitude, crowd
着|B123 G3 S12 F376 N3665 V3938 H3316 DK2086 L555 IN657 E343 P3-7-5 I2o10.1 Yzhao2 Yzhao1 Yzhe5 Yzhuo2|チャク ジャク き.る -ぎ き.せる -き.せ つ.く つ.ける|||don, arrive, wear, counter for suits of clothing
睂|B109 S12 P4-12-4 Ymei2|ビ ミ まゆ|||
睅|B109 S12 P1-5-7 Yhan4|カン ゲン|||big-eyed
睆|B109 S12 P1-5-7 Yhuan3|カン ゲン ワン|||bright
睇|B109 S12 N3141 V3937 P1-5-7 I5c7.1 Ydi4|テイ ダイ|||looking askance at
睊|B109 S12 P1-5-7 Yjuan4|エン ダン ぬすみ.みる|||see, look, gaze at, askance
睍|B109 S12 P1-5-7 Yxian4|ケン|||look at with fear, over-cautious
睎|B109 S12 P1-5-7 Yxi1|キ ケ|||to long for, to gaze at
睏|B109 S12 P1-5-7 Ykun4|コン ねむ.る|||be tired, sleepy
睒|B109 S13 P1-5-8 Yshan3|セン ダン ぬすみ.みる|||to glance at, to peep, glittering, to shine
睖|B109 S13 P1-5-8 Yling2|チョウ リョウ みる|||to stare straight ahead
睗|B109 S13 P1-5-8 Yshi4|セキ シャク いなびかり|||
睘|B109 S13 Yqiong2||||round, stare
睚|B109 S13 V3939 P1-5-8 I5c8.8 Yai2 Yya2|ガイ まなじり|||glare, angry look
睛|B109 S13 N3142 V3940 P1-5-8 I5c8.7 Yjing1|セイ ショウ ひとみ|||pupil of the eye
睜|B109 S13 P1-5-8 Yzheng1|セイ ジョウ めっき|||open eyes, stare
睞|B109 S13 P1-5-8 Ylai4|ライ みる|||squint at, sidelong glance
睟|B109 S13 P1-5-8 Ysui4|スイ サイ あき.らか|||clear-eyed
睠|B109 S13 P1-5-8 Yjuan4|ケン かえり.みる|||to care for, love
睡|B109 G8 S13 F1739 N3149 V3948 H1200 DK813 L1583 IN1071 E1459 P1-5-8 I5c8.2 Yshui4|スイ|||drowsy, sleep, die
睢|B109 S13 N3143 V3941 P1-5-8 Ysui1|キ ケイ ケ スイ みあ.げる|||gaze at, stare at, uninhibited, open eyes wide
督|B109 G8 S13 F534 N3147 V3946 H2796 DK1789 L719 IN1670 E1665 P2-8-5 I5c8.9 Ydu1|トク|ただ ただし||coach, command, urge, lead, supervise
睤|B109 S13 V3943 P1-5-8 Ypi4|ヘイ ながしめ み.る|||
睥|B109 S13 N3144 V3942 P1-5-8 I5c8.3 Ypi4 Ybi4|ヘイ ながしめ み.る|||glare at
睦|B109 G9 S13 F1993 N3146 V3945 H1199 DK812 L1514 IN2172 P1-5-8 I5c8.6 Ymu4|ボク モク むつ.まじい むつ.む むつ.ぶ|むつ ちか よし あつ む むね||intimate, friendly, harmonious
睧|B109 S13 P1-5-8 Yhun1|コン くら.い|||
睨|B109 S13 N3148 V3947 P1-5-8 I5c8.5 Yni4|ゲイ にら.む にら.み|||glaring at, authority, power, scowl at
睪|B109 S13 P2-5-8 Ygao1|エキ ヤク ジョウ ニョウ うかがい.める|||spy on
睫|B109 S13 N3145 V3944 P1-5-8 I5c8.4 Yjie2|ショウ まつげ|||eyelashes
睬|B109 S13 P1-5-8 Ycai3|サイ|||notice, pay attention to
睰|B109 S14 P1-5-9 Yma4|バツ マチ みる|||
睲|B109 S14 P1-5-9 Yxing3|セイ ショウ みる ひとみがかがや.く|||
睳|B109 S14 P1-5-9 Yhui1|ケイ ケ かす.む|||
睴|B109 S14 P1-5-9 Ygun4|コン みる|||
睹|B109 S14 V3950 P1-5-9 I5c9.1 Ydu3|ト み.る|||look at, see
睺|B109 S14 P1-5-9 Yhou2|コウ グ かた.める|||
睽|B109 S14 P1-5-9 Ykui2|ケイ ケ キ|||staring
睾|B109 S14 N4211 V3951 L2929 P2-6-8 I2k12.1 Ygao1|コウ|||testicles
睿|B109 S14 N805 V3949 P2-4-10 Yrui4|エイ あき.らか|||intelligence, imperial
瞀|B109 S14 P2-9-5 Ymao4|ボツ ボウ モ ム バク マク|||to look at closely, nearsighted, dim, indistinct vision
瞄|B109 S14 P1-5-9 Ymiao2|ビョウ み.つめる|||take aim at, look at
瞋|B109 S15 V3953 P1-5-10 I5c10.2 Ychen1|シン い.かる いか.らす|||be angry
瞌|B109 S15 P1-5-10 Yke1|コウ|||doze off, sleepy
瞍|B109 S16 P1-5-11 Ysou3|ソウ ス ショウ めくら|||blind, no pupil in the eye
瞎|B109 S15 V3952 P1-5-10 I5c10.1 Yxia1|カツ めくら かため|||blind eye, one eye
瞑|B109 S15 F2326 N3151 V3954 L2842 P1-5-10 I5c10.3 Yming2|メイ ベン ミョウ ミン メン めい.する つぶ.る つむ.る くら.い|||sleep, dark, close eyes
瞔|B109 S16 P1-5-11 Yze2|サク シャク|||
瞕|B109 S16 P1-5-11 Yzhang4|ショウ かす.む|||cataract in the eye
瞖|B109 S16 P2-11-5 Yyi4|エイ|||cataract, film over the eye
瞚|B109 S16 P1-5-11 Yshun4|シュン またた.く|||
瞞|B109 S16 N3153 V3956 P1-5-11 I5c11.2 Yman2|マン モン バン ボン だま.す|||deception
瞟|B109 S16 N3152 V3955 P1-5-11 Ypiao3|ヒョウ み.る|||glare at, look askance at, squint, scrutinizing search
瞠|B109 S16 N3154 V3957 P1-5-11 I5c11.3 Ycheng1|ドウ トウ みは.る|||stare intently
瞢|B109 S16 P2-9-7 Ymeng2|ボウ ム モウ くら.い|||obscured eyesight, to feel ashamed
瞤|B109 S17 Ybi4 run2||||to blink or twitch the eyes
瞥|B109 G9 S17 N3155 V3959 L2927 P2-12-5 Ypie1|ベツ ヘツ|||glance at
瞧|B109 S17 P1-5-12 Yqiao2 Yya3|ショウ ぬすみ.みる|||glance at, look at, see
瞩|B109 S17 Yzhu3||||watch carefully, stare at, focus on
瞪|B109 S17 P1-5-12 Ydeng4|トウ みは.る|||stare at
瞬|B109 G8 S18 F1265 N3159 V3969 H1247 DK841 L817 IN1732 E1372 P1-5-13 I5c13.1 Yshun4|シュン またた.く まじろ.ぐ|||wink, blink, twinkle
瞭|B109 G9 S17 N3156 V3960 H1238 DK837 L2582 IN2174 P1-5-12 I5c12.4 Yliao3 Yliao4|リョウ あきらか|||clear
瞮|B109 S17 P1-5-12 Yche4|テツ テチ あき.らか|||
瞯|B109 S17 P1-5-12 Yxian2|カン ケン うわめづかい ながしめ|||to peep, to spy
瞰|B109 S17 N3158 V3962 P1-5-12 I5c12.1 Ykan4|カン み.る|||look, see
瞱|B109 S17 P1-5-12 Yye4|ヨウ|||
瞳|B109 G9 S17 F2069 N3157 V3961 H1237 DK836 L437 IN2173 P1-5-12 I5c12.2 Ytong2|ドウ トウ ひとみ|あきら||pupil
瞵|B109 S17 P1-5-12 Ylin2|リン レン ひとみ|||to stare at
瞶|B109 S17 V3958 P1-5-12 I5c12.3 Ykui4|キ|||see everything
瞹|B109 S18 V3963 P1-5-13 I5c13.2 Yai4|アイ|||hidden, unclear
瞻|B109 S18 V3964 P1-5-13 I5c13.5 Yzhan1|セン み.る|||look at
瞼|B109 S18 N3160 V3966 P1-5-13 I5c13.4 Yjian3|ケン まぶた|||eyelids
瞽|B109 S18 N5416 V3968 P2-13-5 I5c13.6 Ygu3|コ めし.い|||blind person
瞾|B109 S18 P2-10-8 Yzhao4|ショウ て.る て.らす て.れる|||
瞿|B109 S18 V3965 P2-10-8 I8c10.4 Yqu1 Yju4 Yqu2|ク おそ.れる み.る|||surname
矃|B109 S19 P1-5-14 Yning3|デイ ゲイ ニョウ ネイ|||
矇|B109 S18 N3161 V3967 P1-5-13 I5c13.3 Ymeng2|モウ ボウ くら.い めし.い|||blind
矉|B109 S19 P1-5-14 Ybin1 Ypin2|ヒン にら.む|||an angry glare, to open the eyes with anger
矍|B109 S20 N867 V3970 P2-10-10 I2h18.1 Yjue2|カク|||surprise & confusion
矑|B109 S19 P1-5-14 Ylu2|ロ ル みる|||the pupil of the eye, to see
矒|B109 S21 P1-5-16 Ymeng2|ボウ ム モウ くら.い|||
矕|B109 S24 N3162 V3972 P2-19-5 Yman3|バン マン ラン み.る みそな.わす|||see, witness, inspect
矗|B109 S24 N796 V3971 P2-2-22 I2k22.1 Ychu4|チョク シュク チク なお.い|||luxuriance
矙|B109 S25 P1-5-20 Ykan4|カン み.る|||view
矚|B109 S26 N3163 V3973 P1-5-21 I5c21.1 Yzhu3|ショク ソク み.る|||look intently
矛|B110 G8 S5 F1538 N3164 V3974 H2008 DK1266 L1225 IN773 E1843 P2-2-3 I0a5.6 Ymao2|ム ボウ ほこ|||halberd, arms, festival float
矜|B110 S9 N3165 V3975 P1-5-4 I2a7.25 Yjin1 Yguan1 Yqin2|キン キョウ ケイ あわ.れむ つつし.む ほこ.る|||pride, respect
矞|B110 S12 P2-5-7 Yyu4|イツ イチ シュツ ジュチ あなをあ.ける|||bore with awl, bright, charming
矟|B110 S12 P1-5-7 Yshuo4|サク ほこ|||8 ft lance
矠|B110 S13 P1-5-8 Yce4|サク シャク ほこ|||
矢|B111 G2 S5 F1294 N3168 V3976 H2009 DK1267 L1220 IN213 E981 P2-2-3 I0a5.19 Yshi3|シ や|||dart, arrow
矣|B111 S7 V3977 P2-2-5 I0a7.4 Yyi3|イ|||sentence particle
矤|B111 S8 P1-3-5 Yshen3|シン いわ.んや は.ぐ はぎ|||
知|B111 G2 S8 F205 N3169 V3978 H1127 DK768 L1223 IN214 E169 P1-5-3 I3d5.14 Yzhi1 Yzhi4|チ し.る し.らせる|さと さとる しり しれ とも のり||know, wisdom
矦|B111 S9 P2-2-7 Yhou2 Yhou4|コウ|||
矧|B111 S9 N3170 V3979 P1-5-4 I3h6.3 Yshen3|シン は.ぐ いわ.んや はぐき はぎ|||feather (arrow)
矩|B111 G9 S10 F2380 N3171 V3980 H1148 DK783 L2585 IN2175 P1-5-5 I2t7.1 Yju3|ク かね かねざし さしがね|のり つね ただし||ruler, carpenter's square
矪|B111 S11 P1-5-6 Yzhou1|チュウ チュ くるりや|||
矬|B111 S12 P1-5-7 Ycuo2|サ|||dwarf
短|B111 G3 S12 F689 N3172 V3982 H1182 DK801 L1442 IN215 E342 P1-5-7 I3d9.27 Yduan3|タン みじか.い|||short, brevity, fault, defect, weak point
矮|B111 S13 N3174 V3983 P1-5-8 I5d8.8 Yai3|ワイ アイ ひく.い|||low, short
矯|B111 G8 S17 F2105 N3175 V3984 H1241 DK838 L1221 IN1925 E1170 P1-5-12 I3d14.5 Yjiao3 Yjia3 Yjiao2|キョウ た.める|||rectify, straighten, correct, reform, cure, control, pretend, falsify
矰|B111 S17 P1-5-12 Yzeng1|ソウ|||arrow with attached silk cord
矱|B111 S19 P1-5-14 Yhuo4|ワク ものさし|||measure, standard, criterion
石|B112 G1 S5 F342 N3176 V3985 H2971 DK1884 L113 IN78 E45 P3-2-3 I5a0.1 Yshi2 Ydan4|セキ シャク コク いし|いさ いす いわ し せっく と||stone
矴|B112 S7 P1-5-2 Yding4|テイ いかり|||anchor
矸|B112 S8 P1-5-3 Ygan1|カン きぬた|||rock, cliff
矻|B112 S8 P1-5-3 Yku4 Yku1|コツ クチ カツ カチ いし|||toil, slave away, busy
矼|B112 S8 V3987 P1-5-3 I5a3.1 Yqiang1|コウ|ばし||stepping stone, hard, serious minded
砂|B112 G6 S9 F1146 N3181 V3992 H1133 DK772 L117 IN1151 E869 P1-5-4 I5a4.3 Ysha1|サ シャ すな|いさ ご||sand
砅|B112 S9 P1-5-4 Yli4|レイ リ ヒョウ わた.る|||
砆|B112 S9 P1-5-4 Yfu1|フ いし|||1/2 pr stone
砉|B112 S9 P2-4-5 Yhua1 Yxu1|ケキ キャク カク ワク|||
砌|B112 S9 N3177 V3988 P1-5-4 I5a4.4 Yqi4 Yqie4|サイ セイ みぎり|||time, occasion
砍|B112 S9 P1-5-4 Ykan3|カン コン キン き.る|||hack, chop, cut, fell
砎|B112 S9 P1-5-4 Yjie4|カイ カツ ケチ かた.い|||
砑|B112 S9 P1-5-4 Yya4|ガ ゲ する|||to grind, to calender, to polish, to roll with a stone roller
砒|B112 S9 N3178 V3989 P1-5-4 I5a4.5 Ypi1|ヒ ヘイ|||arsenic
研|B112 G3 S9 F336 N3180 V3991 H1132 DK771 L675 IN896 E272 P1-5-4 I5a4.1 Yyan2 Yyan4|ケン と.ぐ|のり||polish, study of, sharpen
砕|B112 G8 S9 F1579 N3179 V3990 H1134 DK773 L116 IN1710 E1287 P1-5-4 I5a4.6 Ysui4|サイ くだ.く くだ.ける|||smash, break, crush, familiar, popular
砝|B112 S10 P1-5-5 Yfa2 Yfa3|キョウ コウ ホウ かた.い|||balance weights
砠|B112 S10 V3995 P1-5-5 I5a5.2 Yqu1|ソ ショ|||stony hill, stony mountain
砡|B112 S10 P1-5-5 Yyu4|ギク ギョク ゴク そろ.える|||
砢|B112 S10 P1-5-5 Yke1|ラ カ いしづみ|||pile of stones
砣|B112 S10 P1-5-5 Ytuo2|タ いし|||stone roller, heavy stone, weight, plummet
砥|B112 G9 S10 N3184 V3997 L2590 P1-5-5 I5a5.4 Ydi3|シ テイ キイ チ と といし と.ぐ みが.く たいら.にする|||whetstone, grindstone
砦|B112 G9 S11 F2304 N3189 V4002 H2671 L2045 P2-6-5 I5a6.1 Yzhai4|サイ とりで|||fort, stronghold, entrenchments
砧|B112 G9 S10 N3183 V3996 P1-5-5 I5a5.5 Yzhen1|チン きぬた|||fulling block
砬|B112 S10 Yla2 li4||||big stone
砭|B112 S10 P1-5-5 Ybian1|ヘン いしばり|||stone probe, pierce, counsel
砮|B112 S10 P2-5-5 Ynu3|ド ヌ やじり|||arrow-tip
砰|B112 S10 P1-5-5 Ypeng1|ホウ ヒョウ|||sound of crashing stones, bang!
砲|B112 G8 S10 F1268 N3185 V3998 H1151 DK785 L532 IN1764 E1800 P1-5-5 I5a5.3 Ypao4|ホウ|づつ||cannon, gun
破|B112 G5 S10 F590 N3186 V3999 H1150 DK784 L806 IN665 E767 P1-5-5 I5a5.1 Ypo4|ハ やぶ.る やぶ.れる|わ||rend, rip, tear, break, destroy, defeat, frustrate
砵|B112 S10 P1-5-5 Ybo1|オウ ハツ|||syllable
砷|B112 S10 P1-5-5 Yshen1|シン|||arsenic
砺|B112 S10 V3993 L2595 P1-5-5 Yli4|レイ あらと みが.く|と||whetstone, polish
砿|B112 S10 N3182 V3994 P1-5-5 Ykuang4|コウ あらがね|||ore
硃|B112 S11 P1-5-6 Yzhu1|シュ|||red mole, cinnabar
硄|B112 S11 P1-5-6 Ykuang1|コウ|||
硅|B112 S11 N3188 V4001 P1-5-6 Ygui1 Yhuo4|カク キャク ケイ やぶ.る|||silicon
硇|B112 S11 P1-5-6 Ynao2|ドウ ニョウ|||kind of mineral
硈|B112 S11 P1-5-6 Yjia2|カツ ケチ かた.い|||
硌|B112 S11 P1-5-6 Yluo4|ラク レキ リャク|||
硎|B112 S11 P1-5-6 Yxing2|ケイ といし|||whetstone
硏|B112 S11 N3187 Ydong3 dong4 yan2|ケン とぐ みがく|||grind
硒|B112 S11 P1-5-6 Yxi1|セイ|||Selenium (element)
硜|B112 S12 P1-5-7 Ykeng1|コウ キョウ ケイ|||sound of stones knocking together
硝|B112 G8 S12 F2154 N3192 V4007 H1185 DK804 L115 IN1855 E1405 P1-5-7 I5a7.6 Yxiao1|ショウ|||nitrate, saltpeter
硞|B112 S12 P1-5-7 Yque4|カク キャク コク|||
硠|B112 S12 P1-5-7 Ylang3|ロウ|||
硡|B112 S12 P1-5-7 Yhong1|コウ|||
硣|B112 S12 P1-5-7 Yxiao1|コウ キョウ|||
硤|B112 S12 P1-5-7 Yxia2|コウ ギョウ|||(arch.) town in Hebei province
硨|B112 S12 P1-5-7 Yche1|シャ|||giant clam, tridacna gigas
硪|B112 S12 P1-5-7 Ywo4|ギ ガ いそ いわお|||
硫|B112 G8 S12 F1867 N3191 V4006 H1184 DK803 L763 IN1856 E1902 P1-5-7 I5a7.3 Yliu2|リュウ|||sulphur
硬|B112 G8 S12 F1101 N3193 V4008 H1183 DK802 L695 IN1009 E1260 P1-5-7 I5a7.1 Yying4|コウ かた.い|||stiff, hard
确|B112 S12 P1-5-7 Yque4|カク|||sure, certain, real, true
硯|B112 G9 S12 F2500 N3190 V4005 L2589 P1-5-7 I5a7.2 Yyan4|ケン ゲン すずり|||inkstone
硲|B112 S12 V4004 P1-5-7 I5a7.7 Yyu4|はざま|さこ はざ||ravine, gorge, gap
硴|B112 S12 V4003 P1-5-7 I5a7.5|かき|||oyster
硺|B112 S13 P1-5-8 Yzhuo2|タク チョク う.つ|||
硼|B112 S13 N3200 V4018 P1-5-8 I5a8.2 Ypeng2|ホウ|||sound of stones struck together, boron
硾|B112 S13 P1-5-8 Yzhui4|ツイ ズイ ダ つ.く|||weight
碁|B112 G8 S13 F1609 N3202 V4020 H2699 DK1734 L1766 IN1834 E1240 P2-6-7 I5a8.9 Yqi2|ゴ|||Go
碆|B112 S13 V4011 P2-8-5 I5a8.10 Ybo1|ハ|||arrowhead, weight attached to an arrow by a cord
碇|B112 S13 N3201 V4019 H1202 L2587 P1-5-8 I5a8.6 Yding4|テイ いかり|||anchor, grapnel
碊|B112 S13 P1-5-8 Yjian1|セン サン オク の.せる そそ.ぐ うつ.る さか|||
碌|B112 S13 N3199 V4017 P1-5-8 I5a8.8 Yliu4 Ylu4|ロク ろく.な|||satisfactory
碍|B112 S13 N3198 V4016 H1201 L2592 P1-5-8 I5a8.4 Yai4|ガイ ゲ さまた.げる|||obstacle
碎|B112 G10 S13 N3194 V4009 H1204 P1-5-8 Ysui4|サイ くだ.く くだ.ける|||break, smash, broken, busted
碏|B112 S13 P1-5-8 Yque4|シャク サク セキ つつし.む|||coloured
碑|B112 G8 S14 F1792 N3206 V4028 H1213 DK820 L1512 IN1522 E1731 P1-5-9 I5a9.2 Ybei1|ヒ いしぶみ|||tombstone, monument
碓|B112 G9 S13 F2364 V4012 L2596 P1-5-8 I5a8.1 Ydui4|カク タイ たし.か かく.たる|う うす||pestle
碔|B112 S13 P1-5-8 Ywu3|ブ ム|||1/2 pr stone
碕|B112 S13 N3197 V4015 P1-5-8 I5a8.5 Yqi2|キ さき さい みさき|||cape, spit, promontory
碗|B112 G9 S13 N3196 V4014 L2591 P1-5-8 I5a8.7 Ywan3|ワン こばち|||porcelain bowl, tea cup
碘|B112 S13 P1-5-8 Ydian3|テン|||iodine
碚|B112 S13 V4013 P1-5-8 I5a8.3 Ypei2|ハイ|||mound, bud
碝|B112 S14 P1-5-9 Yruan3|ゼン ネン|||
碞|B112 S14 P2-3-11 Yyan2|ガン いわ けわ.しい|||room made of stone, watch-tower
碟|B112 S14 P1-5-9 Ydie2|カツ ガチ セツ ゼチ かわぐつ|||small dish, plate
碡|B112 S13 P1-5-8 Ydu2 Yzhou2|トク チク ジク|||stone roller used to level fields
碣|B112 S14 N3205 V4025 P1-5-9 I5a9.4 Yjie2|ケツ いしぶみ|||round stone, monument
碤|B112 S14 P1-5-9 Yying1|エイ ヨウ いし|||
碧|B112 G9 S14 F2455 N3208 V4027 H2836 DK1815 L2588 IN2176 P2-9-5 I5a9.7 Ybi4|ヘキ ヒャク|みどり あお たま||blue, green
碨|B112 S14 P1-5-9 Ywei1|ワイ エ イ|||
碩|B112 G9 S14 N3207 V4026 DK822 L2593 IN2265 P1-5-9 I5a9.1 Yshuo4 Yshi2|セキ おお.きい|||large, great, eminent
碪|B112 S14 N3203 V4022 P1-5-9 Yzhen1|チン きぬた|||stone slab used for washing clothes, an anvil
碬|B112 S14 N3204 V4024 P1-5-9 Yxia2|カ ケ ゲ といし|||whetstone, tool grinder
碭|B112 S14 P1-5-9 Ydang4|トウ いし|||brilliantly colored veined stone
碯|B112 S14 V4021 P1-5-9 Ynao3|ノウ|||agate
碰|B112 S14 P1-5-9 Ypeng4|ホウ ぶつか.る|||collide, bump into
碱|B112 S14 P1-5-9 Yjian3|ケン カン セン あ.く|||alkaline, alkali, lye, salt
碲|B112 S14 P1-5-9 Ydi4|テイ|||
碳|B112 S14 P1-5-9 Ytan4|タン|||carbon
碵|B112 S14 V4023 P1-5-9 I5a9.5||せき ひろ いしずえ ひろ みつる みち||cornerstone, large, great, eminent, see JIS4059
確|B112 G5 S15 F252 N3217 V4039 H1228 DK830 L567 IN603 E634 P1-5-10 I5a10.3 Yque4|カク コウ たし.か たし.かめる|||assurance, firm, tight, hard, solid, confirm, clear, evident
碻|B112 S15 P1-5-10 Yque4|カク コウ たし.かめる|||solid
碼|B112 S15 V4030 P1-5-10 I5a10.1 Yma3|バ メ やあど やある|||number, wharf, agate, yard (91.44 cm)
碽|B112 S15 P1-5-10 Ygong1|コウ ク|||
碾|B112 S15 N3216 V4038 P1-5-10 I5a10.7 Ynian3|テン ひ.く う.す|||mortar, grind
碿|B112 S15 P1-5-10 Ysu4|ソツ ソチ みが.く|||
磁|B112 G6 S14 F1686 N3209 V4029 H1214 DK821 L1390 IN1548 E881 P1-5-9 I5a9.6 Yci2|ジ|||magnet, porcelain
磅|B112 S15 V4032 P1-5-10 I5a10.4 Ybang4 Ypang1 Ypang2|ボウ ホウ ぽんど|||become obstructed, pound (sterling, lb)
磆|B112 S15 V4033 P1-5-10 I5a10.2 Yhua2|カツ|||stone implement
磇|B112 S15 P1-5-10 Ypi1|ヒ ヘイ|||arsenic
磈|B112 S15 P1-5-10 Ywei3|イ キ カイ けわ.しい|||
磉|B112 S15 P1-5-10 Ysang3|ソウ いしずえ|||stone base, plinth of a pillar
磊|B112 S15 N3213 V4036 P2-5-10 I5a10.8 Ylei3|ライ|||many stones
磋|B112 S15 N3211 V4034 P1-5-10 I5a10.5 Ycuo1|サ みが.く|||polish
磌|B112 S15 P1-5-10 Ytian2|テン シン|||
磎|B112 S15 P1-5-10 Yxi1|ケイ たに たにがわ|||mountain stream, creek
磐|B112 G9 S15 F1701 N3214 V4037 H2850 L2586 P2-10-5 I5a10.9 Ypan2|バン ハン いわ|いわお わ||rock, crag, cliff, wall (in a mine)
磑|B112 S15 N3212 V4035 P1-5-10 I5a10.6 Ywei4|ガイ う.す|||mortar, hand mill
磒|B112 S15 P1-5-10 Yyun3|イン エン ウン おち.る|||to fall from, to fall into
磓|B112 S15 P1-5-10 Ydui1|タイ テ ツイ ズイ お.とす う.つ|||
磔|B112 S16 N3215 V4044 P1-5-11 I5a11.2 Yzhe2|タク チャク さ.く はりつけ ひらく|||crucifixion
磕|B112 S15 P1-5-10 Yke1|カイ コウ カツ カチ|||hit, collide, knock into, sound
磖|B112 S15 P1-5-10 Yla2|ロウ|||
